secteur_activite;horodate;plage_de_puissance_souscrite;region;nb_points_soutirage;date;temperature_2m_mean;relative_humidity_mean;precipitation_sum;total_energie_soutiree_wh
S3: Tertiaire;2024-12-31T23:30:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;38565;31/12/2024;-1.2791667;91.467995;0.0;207864932.0
S3: Tertiaire;2025-09-30T22:30:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;39412;30/09/2025;12.895833;81.12937;0.0;99246263.0
S3: Tertiaire;2024-03-31T22:30:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;38056;31/03/2024;11.869565;70.238304;11.3;122682371.0
S3: Tertiaire;2024-09-30T22:30:00Z;P1: ]36-120] kVA;Grand-Est;15747;30/09/2024;;;;43449539.0
S3: Tertiaire;2025-03-31T22:30:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;38869;31/03/2025;10.366667;69.96062;0.0;129288236.0
S3: Tertiaire;2023-09-30T22:30:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;37916;30/09/2023;17.841667;71.37066;0.0;91488181.0
S3: Tertiaire;2025-06-30T22:30:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;39121;30/06/2025;29.752083;46.599354;0.0;119874505.0
S3: Tertiaire;2023-06-30T22:30:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;37917;30/06/2023;19.806818;67.75477;8.099999;98661664.0
S3: Tertiaire;2024-06-30T22:30:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;38246;30/06/2024;19.995832;75.28407;0.70000005;93020421.0
S3: Tertiaire;2023-12-31T23:30:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;37939;31/12/2023;7.9583335;86.040184;4.5;171639816.0
S4: Non Affecté;2024-03-31T22:30:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;244;31/03/2024;11.869565;70.238304;11.3;595935.0
S4: Non Affecté;2023-12-31T23:30:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;199;31/12/2023;7.9583335;86.040184;4.5;844251.0
S1: Agriculture;2024-09-30T22:30:00Z;P2: ]120-250] kVA;Grand-Est;288;30/09/2024;;;;2896815.0
S4: Non Affecté;2023-06-30T22:30:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;209;30/06/2023;19.806818;67.75477;8.099999;336942.0
S4: Non Affecté;2024-12-31T23:30:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;99;31/12/2024;-1.2791667;91.467995;0.0;525882.0
S4: Non Affecté;2025-03-31T22:30:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;82;31/03/2025;10.366667;69.96062;0.0;229093.0
S4: Non Affecté;2025-09-30T22:30:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;82;30/09/2025;12.895833;81.12937;0.0;130947.0
S4: Non Affecté;2025-06-30T22:30:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;81;30/06/2025;29.752083;46.599354;0.0;121844.0
S4: Non Affecté;2024-06-30T22:30:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;187;30/06/2024;19.995832;75.28407;0.70000005;357346.0
S4: Non Affecté;2023-09-30T22:30:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;205;30/09/2023;17.841667;71.37066;0.0;306710.0
S1: Agriculture;2023-12-31T23:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;198;31/12/2023;7.9583335;86.040184;4.5;1255666.0
S1: Agriculture;2025-06-30T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;206;30/06/2025;29.752083;46.599354;0.0;5273166.0
S1: Agriculture;2025-03-31T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;204;31/03/2025;10.366667;69.96062;0.0;1274833.0
S1: Agriculture;2023-06-30T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;200;30/06/2023;19.806818;67.75477;8.099999;2110333.0
S1: Agriculture;2024-12-31T23:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;205;31/12/2024;-1.2791667;91.467995;0.0;1505750.0
S1: Agriculture;2025-09-30T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;210;30/09/2025;12.895833;81.12937;0.0;2061916.0
S1: Agriculture;2024-03-31T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;197;31/03/2024;11.869565;70.238304;11.3;1117500.0
S1: Agriculture;2024-06-30T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;197;30/06/2024;19.995832;75.28407;0.70000005;1965083.0
S1: Agriculture;2023-09-30T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;200;30/09/2023;17.841667;71.37066;0.0;2043833.0
S2: Industrie;2024-09-30T22:30:00Z;P2: ]120-250] kVA;Grand-Est;801;30/09/2024;;;;4761413.0
S2: Industrie;2024-12-31T23:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;2201;31/12/2024;-1.2791667;91.467995;0.0;18305476.0
S2: Industrie;2025-09-30T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;2235;30/09/2025;12.895833;81.12937;0.0;16922504.0
S3: Tertiaire;2024-09-30T22:30:00Z;P2: ]120-250] kVA;Grand-Est;2519;30/09/2024;;;;21200506.0
S2: Industrie;2025-06-30T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;2251;30/06/2025;29.752083;46.599354;0.0;18226125.0
S2: Industrie;2023-06-30T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;2116;30/06/2023;19.806818;67.75477;8.099999;13279537.0
S2: Industrie;2023-09-30T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;2127;30/09/2023;17.841667;71.37066;0.0;11295813.0
S2: Industrie;2023-12-31T23:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;2112;31/12/2023;7.9583335;86.040184;4.5;15081223.0
S2: Industrie;2025-03-31T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;2236;31/03/2025;10.366667;69.96062;0.0;18845767.0
S2: Industrie;2024-06-30T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;2146;30/06/2024;19.995832;75.28407;0.70000005;12003643.0
S2: Industrie;2024-03-31T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;2144;31/03/2024;11.869565;70.238304;11.3;13218671.0
S3: Tertiaire;2025-03-31T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;7263;31/03/2025;10.366667;69.96062;0.0;73773807.0
S3: Tertiaire;2024-06-30T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;7151;30/06/2024;19.995832;75.28407;0.70000005;50221222.0
S3: Tertiaire;2024-12-31T23:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;7282;31/12/2024;-1.2791667;91.467995;0.0;120872921.0
S3: Tertiaire;2023-09-30T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;6972;30/09/2023;17.841667;71.37066;0.0;47924390.0
S3: Tertiaire;2024-03-31T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;7082;31/03/2024;11.869565;70.238304;11.3;68272893.0
S1: Agriculture;2024-09-30T22:30:00Z;P3: Total ]36-250] kVA;Grand-Est;1645;30/09/2024;;;;6569633.0
S3: Tertiaire;2023-12-31T23:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;7059;31/12/2023;7.9583335;86.040184;4.5;99569927.0
S3: Tertiaire;2025-09-30T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;7222;30/09/2025;12.895833;81.12937;0.0;50684706.0
S3: Tertiaire;2025-06-30T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;7287;30/06/2025;29.752083;46.599354;0.0;62237286.0
S3: Tertiaire;2023-06-30T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;6912;30/06/2023;19.806818;67.75477;8.099999;53622906.0
S4: Non Affecté;2023-12-31T23:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;14;31/12/2023;7.9583335;86.040184;4.5;61732.0
S4: Non Affecté;2025-03-31T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;5;31/03/2025;10.366667;69.96062;0.0;32083.0
S4: Non Affecté;2023-06-30T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;10;30/06/2023;19.806818;67.75477;8.099999;32327.0
S4: Non Affecté;2025-06-30T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;5;30/06/2025;29.752083;46.599354;0.0;11750.0
S4: Non Affecté;2024-12-31T23:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;5;31/12/2024;-1.2791667;91.467995;0.0;94583.0
S4: Non Affecté;2024-03-31T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;22;31/03/2024;11.869565;70.238304;11.3;107250.0
S4: Non Affecté;2023-09-30T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;12;30/09/2023;17.841667;71.37066;0.0;43077.0
S2: Industrie;2024-09-30T22:30:00Z;P3: Total ]36-250] kVA;Grand-Est;4054;30/09/2024;;;;13749665.0
S4: Non Affecté;2024-06-30T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;21;30/06/2024;19.995832;75.28407;0.70000005;96333.0
S4: Non Affecté;2025-09-30T22:30:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;5;30/09/2025;12.895833;81.12937;0.0;8083.0
S1: Agriculture;2025-03-31T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;1936;31/03/2025;10.366667;69.96062;0.0;4536839.0
S1: Agriculture;2023-09-30T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;1930;30/09/2023;17.841667;71.37066;0.0;5958785.0
S1: Agriculture;2023-06-30T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;1929;30/06/2023;19.806818;67.75477;8.099999;7080834.0
S1: Agriculture;2025-06-30T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;1952;30/06/2025;29.752083;46.599354;0.0;20887069.0
S1: Agriculture;2024-03-31T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;1919;31/03/2024;11.869565;70.238304;11.3;4090105.0
S1: Agriculture;2024-06-30T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;1936;30/06/2024;19.995832;75.28407;0.70000005;6599414.0
S3: Tertiaire;2024-09-30T22:30:00Z;P3: Total ]36-250] kVA;Grand-Est;18266;30/09/2024;;;;64650046.0
S1: Agriculture;2024-12-31T23:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;1938;31/12/2024;-1.2791667;91.467995;0.0;5543510.0
S1: Agriculture;2025-09-30T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;1960;30/09/2025;12.895833;81.12937;0.0;5859433.0
S1: Agriculture;2023-12-31T23:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;1920;31/12/2023;7.9583335;86.040184;4.5;4606763.0
S2: Industrie;2024-03-31T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;10502;31/03/2024;11.869565;70.238304;11.3;33479622.0
S2: Industrie;2023-12-31T23:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;10456;31/12/2023;7.9583335;86.040184;4.5;38975260.0
S2: Industrie;2025-03-31T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;10646;31/03/2025;10.366667;69.96062;0.0;43237282.0
S2: Industrie;2025-09-30T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;10638;30/09/2025;12.895833;81.12937;0.0;37686168.0
S1: Agriculture;2024-09-30T22:30:00Z;P4: ]250-1000] kVA;Grand-Est;2;30/09/2024;;;;
S2: Industrie;2023-09-30T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;10412;30/09/2023;17.841667;71.37066;0.0;28893256.0
S2: Industrie;2025-06-30T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;10694;30/06/2025;29.752083;46.599354;0.0;41817057.0
S2: Industrie;2024-12-31T23:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;10571;31/12/2024;-1.2791667;91.467995;0.0;47095272.0
S2: Industrie;2023-06-30T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;10398;30/06/2023;19.806818;67.75477;8.099999;32533949.0
S2: Industrie;2024-06-30T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;10517;30/06/2024;19.995832;75.28407;0.70000005;28616350.0
S3: Tertiaire;2025-06-30T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;46408;30/06/2025;29.752083;46.599354;0.0;182111792.0
S2: Industrie;2024-09-30T22:30:00Z;P4: ]250-1000] kVA;Grand-Est;7;30/09/2024;;;;87000.0
S3: Tertiaire;2023-12-31T23:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;44998;31/12/2023;7.9583335;86.040184;4.5;271209744.0
S3: Tertiaire;2024-12-31T23:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;45847;31/12/2024;-1.2791667;91.467995;0.0;328737853.0
S3: Tertiaire;2023-06-30T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;44829;30/06/2023;19.806818;67.75477;8.099999;152284570.0
S3: Tertiaire;2025-03-31T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;46132;31/03/2025;10.366667;69.96062;0.0;203062044.0
S3: Tertiaire;2025-09-30T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;46634;30/09/2025;12.895833;81.12937;0.0;149930969.0
S3: Tertiaire;2023-09-30T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;44888;30/09/2023;17.841667;71.37066;0.0;139412571.0
S3: Tertiaire;2024-03-31T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;45138;31/03/2024;11.869565;70.238304;11.3;190955265.0
S3: Tertiaire;2024-06-30T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;45397;30/06/2024;19.995832;75.28407;0.70000005;143241644.0
S4: Non Affecté;2025-06-30T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;86;30/06/2025;29.752083;46.599354;0.0;133594.0
S3: Tertiaire;2024-09-30T22:30:00Z;P4: ]250-1000] kVA;Grand-Est;27;30/09/2024;;;;405416.0
S4: Non Affecté;2025-09-30T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;87;30/09/2025;12.895833;81.12937;0.0;139030.0
S4: Non Affecté;2023-12-31T23:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;213;31/12/2023;7.9583335;86.040184;4.5;905983.0
S4: Non Affecté;2023-09-30T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;217;30/09/2023;17.841667;71.37066;0.0;349788.0
S4: Non Affecté;2024-06-30T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;208;30/06/2024;19.995832;75.28407;0.70000005;453679.0
S4: Non Affecté;2024-12-31T23:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;104;31/12/2024;-1.2791667;91.467995;0.0;620465.0
S4: Non Affecté;2023-06-30T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;219;30/06/2023;19.806818;67.75477;8.099999;369269.0
S4: Non Affecté;2024-03-31T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;266;31/03/2024;11.869565;70.238304;11.3;703185.0
S4: Non Affecté;2025-03-31T22:30:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;87;31/03/2025;10.366667;69.96062;0.0;261176.0
S1: Agriculture;2025-06-30T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;0;30/06/2025;29.752083;46.599354;0.0;0.0
S1: Agriculture;2025-03-31T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;0;31/03/2025;10.366667;69.96062;0.0;0.0
S1: Agriculture;2023-12-31T23:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;0;31/12/2023;7.9583335;86.040184;4.5;0.0
S1: Agriculture;2024-06-30T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;0;30/06/2024;19.995832;75.28407;0.70000005;0.0
S1: Agriculture;2023-06-30T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;0;30/06/2023;19.806818;67.75477;8.099999;0.0
S1: Agriculture;2024-12-31T23:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;0;31/12/2024;-1.2791667;91.467995;0.0;0.0
S1: Agriculture;2024-09-30T22:30:00Z;P5: ]1000-2000] kVA;Grand-Est;0;30/09/2024;;;;0.0
S1: Agriculture;2024-03-31T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;0;31/03/2024;11.869565;70.238304;11.3;0.0
S1: Agriculture;2025-09-30T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;0;30/09/2025;12.895833;81.12937;0.0;0.0
S1: Agriculture;2023-09-30T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;0;30/09/2023;17.841667;71.37066;0.0;0.0
S2: Industrie;2025-03-31T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;47;31/03/2025;10.366667;69.96062;0.0;1012500.0
S2: Industrie;2024-06-30T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;43;30/06/2024;19.995832;75.28407;0.70000005;152916.0
S2: Industrie;2025-09-30T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;40;30/09/2025;12.895833;81.12937;0.0;347833.0
S2: Industrie;2024-03-31T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;44;31/03/2024;11.869565;70.238304;11.3;1093666.0
S2: Industrie;2024-09-30T22:30:00Z;P5: ]1000-2000] kVA;Grand-Est;0;30/09/2024;;;;0.0
S2: Industrie;2023-06-30T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;50;30/06/2023;19.806818;67.75477;8.099999;348452.0
S2: Industrie;2023-09-30T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;50;30/09/2023;17.841667;71.37066;0.0;296264.0
S2: Industrie;2025-06-30T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;47;30/06/2025;29.752083;46.599354;0.0;267583.0
S2: Industrie;2024-12-31T23:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;51;31/12/2024;-1.2791667;91.467995;0.0;2841416.0
S2: Industrie;2023-12-31T23:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;45;31/12/2023;7.9583335;86.040184;4.5;1939358.0
S3: Tertiaire;2025-06-30T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;520;30/06/2025;29.752083;46.599354;0.0;3091333.0
S3: Tertiaire;2025-09-30T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;521;30/09/2025;12.895833;81.12937;0.0;4488416.0
S3: Tertiaire;2024-09-30T22:30:00Z;P5: ]1000-2000] kVA;Grand-Est;0;30/09/2024;;;;0.0
S3: Tertiaire;2025-03-31T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;526;31/03/2025;10.366667;69.96062;0.0;18948333.0
S3: Tertiaire;2023-09-30T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;543;30/09/2023;17.841667;71.37066;0.0;3193258.0
S3: Tertiaire;2024-03-31T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;546;31/03/2024;11.869565;70.238304;11.3;18814678.0
S3: Tertiaire;2024-06-30T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;541;30/06/2024;19.995832;75.28407;0.70000005;3812934.0
S3: Tertiaire;2024-12-31T23:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;528;31/12/2024;-1.2791667;91.467995;0.0;52794365.0
S3: Tertiaire;2023-06-30T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;543;30/06/2023;19.806818;67.75477;8.099999;3643138.0
S3: Tertiaire;2023-12-31T23:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;542;31/12/2023;7.9583335;86.040184;4.5;37433250.0
S4: Non Affecté;2023-12-31T23:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;1;31/12/2023;7.9583335;86.040184;4.5;
S4: Non Affecté;2023-09-30T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;1;30/09/2023;17.841667;71.37066;0.0;
S4: Non Affecté;2024-03-31T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;1;31/03/2024;11.869565;70.238304;11.3;
S4: Non Affecté;2025-06-30T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;0;30/06/2025;29.752083;46.599354;0.0;0.0
S4: Non Affecté;2024-06-30T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;1;30/06/2024;19.995832;75.28407;0.70000005;
S4: Non Affecté;2024-12-31T23:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;0;31/12/2024;-1.2791667;91.467995;0.0;0.0
S4: Non Affecté;2025-03-31T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;0;31/03/2025;10.366667;69.96062;0.0;0.0
S4: Non Affecté;2023-06-30T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;1;30/06/2023;19.806818;67.75477;8.099999;
S1: Agriculture;2024-09-30T22:30:00Z;P6: > 2000 kVA;Grand-Est;0;30/09/2024;;;;0.0
S4: Non Affecté;2025-09-30T22:30:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;0;30/09/2025;12.895833;81.12937;0.0;0.0
S1: Agriculture;2024-12-31T23:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;31/12/2024;-1.2791667;91.467995;0.0;0.0
S1: Agriculture;2023-09-30T22:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;30/09/2023;17.841667;71.37066;0.0;0.0
S2: Industrie;2024-09-30T22:30:00Z;P6: > 2000 kVA;Grand-Est;0;30/09/2024;;;;0.0
S1: Agriculture;2024-03-31T22:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;31/03/2024;11.869565;70.238304;11.3;0.0
S1: Agriculture;2023-12-31T23:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;31/12/2023;7.9583335;86.040184;4.5;0.0
S1: Agriculture;2024-06-30T22:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;30/06/2024;19.995832;75.28407;0.70000005;0.0
S1: Agriculture;2025-06-30T22:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;30/06/2025;29.752083;46.599354;0.0;0.0
S1: Agriculture;2025-03-31T22:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;31/03/2025;10.366667;69.96062;0.0;0.0
S1: Agriculture;2025-09-30T22:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;30/09/2025;12.895833;81.12937;0.0;0.0
S1: Agriculture;2023-06-30T22:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;30/06/2023;19.806818;67.75477;8.099999;0.0
S2: Industrie;2024-06-30T22:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;30/06/2024;19.995832;75.28407;0.70000005;0.0
S3: Tertiaire;2024-09-30T22:30:00Z;P6: > 2000 kVA;Grand-Est;0;30/09/2024;;;;0.0
S2: Industrie;2025-03-31T22:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;31/03/2025;10.366667;69.96062;0.0;0.0
S2: Industrie;2024-03-31T22:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;31/03/2024;11.869565;70.238304;11.3;0.0
S2: Industrie;2024-12-31T23:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;31/12/2024;-1.2791667;91.467995;0.0;0.0
S2: Industrie;2023-06-30T22:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;30/06/2023;19.806818;67.75477;8.099999;0.0
S2: Industrie;2023-09-30T22:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;30/09/2023;17.841667;71.37066;0.0;0.0
S2: Industrie;2025-06-30T22:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;30/06/2025;29.752083;46.599354;0.0;0.0
S2: Industrie;2025-09-30T22:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;30/09/2025;12.895833;81.12937;0.0;0.0
S2: Industrie;2023-12-31T23:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;31/12/2023;7.9583335;86.040184;4.5;0.0
S3: Tertiaire;2025-09-30T22:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;30/09/2025;12.895833;81.12937;0.0;0.0
S3: Tertiaire;2023-12-31T23:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;31/12/2023;7.9583335;86.040184;4.5;0.0
S3: Tertiaire;2024-12-31T23:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;31/12/2024;-1.2791667;91.467995;0.0;0.0
S3: Tertiaire;2024-06-30T22:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;30/06/2024;19.995832;75.28407;0.70000005;0.0
S3: Tertiaire;2023-09-30T22:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;30/09/2023;17.841667;71.37066;0.0;0.0
S1: Agriculture;2024-09-30T22:30:00Z;P7: Total > 250 kVA;Grand-Est;2;30/09/2024;;;;
S3: Tertiaire;2024-03-31T22:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;31/03/2024;11.869565;70.238304;11.3;0.0
S3: Tertiaire;2025-06-30T22:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;30/06/2025;29.752083;46.599354;0.0;0.0
S3: Tertiaire;2025-03-31T22:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;31/03/2025;10.366667;69.96062;0.0;0.0
S3: Tertiaire;2023-06-30T22:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;30/06/2023;19.806818;67.75477;8.099999;0.0
S4: Non Affecté;2024-03-31T22:30:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;31/03/2024;11.869565;70.238304;11.3;0.0
